focal_method,test_prefix
"    public DocumentType(String name, String publicId, String systemId, String baseUri) {
        super(baseUri);

        attr(""name"", name);
        attr(""publicId"", publicId);
        attr(""systemId"", systemId);
    }","  public void test0()  throws Throwable  {
      DocumentType documentType0 = new DocumentType(""/:u'$8-DkwD}/:5"", ""/:u'$8-DkwD}/:5"", ""/:u'$8-DkwD}/:5"", ""/:u'$8-DkwD}/:5"");
      String string0 = documentType0.outerHtml();
      assertEquals(""<!DOCTYPE /:u'$8-DkwD}/:5 PUBLIC \""/:u'$8-DkwD}/:5\"" \""/:u'$8-DkwD}/:5\"">"", string0);
}"
"    boolean isSafeAttribute(String tagName, Element el, Attribute attr) {
        TagName tag = TagName.valueOf(tagName);
        AttributeKey key = AttributeKey.valueOf(attr.getKey());

        if (attributes.containsKey(tag)) {
            if (attributes.get(tag).contains(key)) {
                if (protocols.containsKey(tag)) {
                    Map<AttributeKey, Set<Protocol>> attrProts = protocols.get(tag);
                    // ok if not defined protocol; otherwise test
                    return !attrProts.containsKey(key) || testValidProtocol(el, attr, attrProts.get(key));
                } else { // attribute found, no protocols defined, so OK
                    return true;
                }
            }
        } else { // no attributes defined for tag, try :all tag
            return !tagName.equals("":all"") && isSafeAttribute("":all"", el, attr);
        }
        return false;
    }","  public void test10()  throws Throwable  {
      Whitelist whitelist0 = Whitelist.basicWithImages();
      String[] stringArray0 = new String[3];
      stringArray0[0] = ""cite"";
      stringArray0[1] = ""h5WK''"";
      stringArray0[2] = ""h5WK''"";
      Whitelist whitelist1 = whitelist0.addAttributes(""cite"", stringArray0);
      Document document0 = new Document(""h5WK''"");
      Attribute attribute0 = Attribute.createFromEncoded(""cite"", ""http:h5wk''"");
      boolean boolean0 = whitelist1.isSafeAttribute(""cite"", document0, attribute0);
      assertTrue(boolean0);
}"
"    public boolean isValid(Document dirtyDocument) {
        Validate.notNull(dirtyDocument);

        Document clean = Document.createShell(dirtyDocument.baseUri());
        int numDiscarded = copySafeNodes(dirtyDocument.body(), clean.body());
        return numDiscarded == 0;
    }","  public void test0()  throws Throwable  {
      Whitelist whitelist0 = new Whitelist();
      Cleaner cleaner0 = new Cleaner(whitelist0);
      Document document0 = Document.createShell(""org.jsoup.safeG Cleae$IlanrngVisitor"");
      whitelist0.addEnforcedAttribute(""body"", ""<html>\n <head></head>\n <body></body>\n</html>"", ""org.jsoup.safeG Cleae$IlanrngVisitor"");
      Document document1 = cleaner0.clean(document0);
      boolean boolean0 = cleaner0.isValid(document1);
      assertFalse(boolean0);
}"
"    public boolean equals(Object o) {
        if (this == o) return true;
        if (o == null || getClass() != o.getClass()) return false;
        if (!super.equals(o)) return false;

        Element element = (Element) o;

        return this == o;
    }","  public void test69()  throws Throwable  {
      Document document0 = new Document(""value"");
      Document document1 = new Document("">5Z"");
      boolean boolean0 = document0.equals(document1);
      assertTrue(boolean0);
}"
"    static String escape(String string, Document.OutputSettings out) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        escape(accum, string, out, false, false, false);
        return accum.toString();
    }","  public void test10()  throws Throwable  {
      Document.OutputSettings document_OutputSettings0 = new Document.OutputSettings();
      Entities.EscapeMode entities_EscapeMode0 = Entities.EscapeMode.xhtml;
      document_OutputSettings0.escapeMode(entities_EscapeMode0);
      StringBuilder stringBuilder0 = new StringBuilder();
      Entities.escape(stringBuilder0, ""]?`?<DQr@*K"", document_OutputSettings0, true, true, true);
      assertEquals(""]?`?&lt;DQr@*K"", stringBuilder0.toString());
}"
"    public String toString() {
        return outerHtml();
    }","  public void test1()  throws Throwable  {
      XmlDeclaration xmlDeclaration0 = new XmlDeclaration(""t4N7&Q"", ""NW91EkPm "", false);
      String string0 = xmlDeclaration0.toString();
      assertEquals(""<?t4N7&Q?>"", string0);
}"
"    public String getWholeDeclaration() {
        final String decl = this.name;
        if(decl.equals(""xml"") && attributes.size() > 1 ) {
            StringBuilder sb = new StringBuilder(decl);
            final String version = attributes.get(""version"");
            if( version != null ) {
                sb.append("" version=\"""").append(version).append(""\"""");
            }
            final String encoding = attributes.get(""encoding"");
            if( encoding != null ) {
                sb.append("" encoding=\"""").append(encoding).append(""\"""");
            }
            return sb.toString();
        }
        else {
            return this.name;
        }
    }","  public void test2()  throws Throwable  {
      XmlDeclaration xmlDeclaration0 = new XmlDeclaration(""n/(:P!,Rl&n<F63$O"", ""n/(:P!,Rl&n<F63$O"", false);
      String string0 = xmlDeclaration0.getWholeDeclaration();
      assertEquals("""", string0);
}"
"    public String toString() {
        return outerHtml();
    }","  public void test3()  throws Throwable  {
      XmlDeclaration xmlDeclaration0 = new XmlDeclaration("""", """", true);
      String string0 = xmlDeclaration0.toString();
      assertEquals(""<!!>"", string0);
}"
"    public int pos() {
        return readerPos + bufPos;
    }","  public void test31()  throws Throwable  {
      CharacterReader characterReader0 = new CharacterReader(""<A)s.2T#T`V"");
      String string0 = characterReader0.consumeTagName();
      assertEquals(0, characterReader0.pos());
}"
"    public String getValue() {
        return val;
    }","  public void test04()  throws Throwable  {
      Attribute attribute0 = new Attribute(""\""s:O<.p~\n~In\""ka,"", (String) null);
      Attribute attribute1 = attribute0.clone();
      boolean boolean0 = attribute1.equals(attribute0);
      assertEquals("""", attribute1.getValue());
}"
"    public String getValue() {
        return val;
    }","  public void test25()  throws Throwable  {
      Attribute attribute0 = new Attribute(""7b([!ve"", (String) null);
      attribute0.hashCode();
      assertEquals("""", attribute0.getValue());
}"
"    public boolean equals(Object o) { // note parent not considered
        if (this == o) return true;
        if (o == null || getClass() != o.getClass()) return false;
        Attribute attribute = (Attribute) o;
        if (key != null ? !key.equals(attribute.key) : attribute.key != null) return false;
        return val != null ? val.equals(attribute.val) : attribute.val == null;
    }","  public void test23()  throws Throwable  {
      Attribute attribute0 = new Attribute(""RG5hzl9})]EB&"", ""RG5hzl9})]EB&"");
      Attribute attribute1 = new Attribute(""RG5hzl9})]EB&"", (String) null);
      boolean boolean0 = attribute1.equals(attribute0);
      assertTrue(attribute0.equals((Object)attribute1));
}"
"    public String getValue() {
        return val;
    }","  public void test20()  throws Throwable  {
      Attribute attribute0 = new Attribute(""\""s:O<.p~\n~In\""ka,"", (String) null);
      boolean boolean0 = attribute0.equals(attribute0);
      assertEquals("""", attribute0.getValue());
}"
"    public final Object computeValue(EvalContext context) {
        return compute(args[0].computeValue(context), args[1]
                .computeValue(context)) ? Boolean.TRUE : Boolean.FALSE;
    }","  public void test2()  throws Throwable  {
      Constant constant0 = new Constant(""9|"");
      CoreOperationGreaterThanOrEqual coreOperationGreaterThanOrEqual0 = new CoreOperationGreaterThanOrEqual(constant0, constant0);
      CoreOperationGreaterThanOrEqual coreOperationGreaterThanOrEqual1 = new CoreOperationGreaterThanOrEqual(coreOperationGreaterThanOrEqual0, constant0);
      Object object0 = coreOperationGreaterThanOrEqual1.computeValue((EvalContext) null);
      assertEquals(false, object0);
}"
"    public boolean testNode(NodeTest test) {
        return testNode(node, test);
    }","  public void test24()  throws Throwable  {
      HTMLDocumentImpl hTMLDocumentImpl0 = new HTMLDocumentImpl();
      Locale locale0 = Locale.FRENCH;
      HTMLTableElementImpl hTMLTableElementImpl0 = new HTMLTableElementImpl(hTMLDocumentImpl0, ""Unknown namespace prefix: "");
      DOMNodePointer dOMNodePointer0 = new DOMNodePointer(hTMLTableElementImpl0, locale0);
      QName qName0 = dOMNodePointer0.getName();
      NodeNameTest nodeNameTest0 = new NodeNameTest(qName0, ""http://www.w3.org/XML/1998/namespace"");
      boolean boolean0 = dOMNodePointer0.testNode((NodeTest) nodeNameTest0);
      assertTrue(boolean0);
}"
"    protected Object functionRound(EvalContext context) {
        assertArgCount(1);
        double v = InfoSetUtil.doubleValue(getArg1().computeValue(context));
        return new Double(Math.round(v));
    }","  public void test79()  throws Throwable  {
      Constant constant0 = new Constant(""concat"");
      Expression[] expressionArray0 = new Expression[1];
      expressionArray0[0] = (Expression) constant0;
      CoreFunction coreFunction0 = new CoreFunction(7, expressionArray0);
      Object object0 = coreFunction0.functionRound((EvalContext) null);
      assertEquals(Double.NaN, object0);
}"
"    public boolean testNode(NodeTest test) {
        return testNode(this, node, test);
    }","  public void test30()  throws Throwable  {
      QName qName0 = new QName(""[QT~sGq>_#hT|#8m"", ""[QT~sGq>_#hT|#8m"");
      VariablePointer variablePointer0 = new VariablePointer(qName0);
      NodeTypeTest nodeTypeTest0 = new NodeTypeTest(1);
      boolean boolean0 = JDOMNodePointer.testNode((NodePointer) variablePointer0, (Object) null, (NodeTest) nodeTypeTest0);
      assertTrue(boolean0);
}"
"    public String asPath() {
        if (id != null) {
            return ""id('"" + escape(id) + ""')"";
        }

        StringBuffer buffer = new StringBuffer();
        if (parent != null) {
            buffer.append(parent.asPath());
        }
        switch (node.getNodeType()) {
            case Node.ELEMENT_NODE :
                // If the parent pointer is not a DOMNodePointer, it is
                // the parent's responsibility to produce the node test part
                // of the path
                if (parent instanceof DOMNodePointer) {
                    if (buffer.length() == 0
                            || buffer.charAt(buffer.length() - 1) != '/') {
                        buffer.append('/');
                    }
                    String ln = DOMNodePointer.getLocalName(node);
                    String nsURI = getNamespaceURI();
                    if (nsURI == null) {
                        buffer.append(ln);
                        buffer.append('[');
                        buffer.append(getRelativePositionByQName()).append(']');
                    }
                    else {
                        String prefix = getNamespaceResolver().getPrefix(nsURI);
                        if (prefix != null) {
                            buffer.append(prefix);
                            buffer.append(':');
                            buffer.append(ln);
                            buffer.append('[');
                            buffer.append(getRelativePositionByQName());
                            buffer.append(']');
                        }
                        else {
                            buffer.append(""node()"");
                            buffer.append('[');
                            buffer.append(getRelativePositionOfElement());
                            buffer.append(']');
                        }
                    }
                }
            break;
            case Node.TEXT_NODE :
            case Node.CDATA_SECTION_NODE :
                buffer.append(""/text()"");
                buffer.append('[');
                buffer.append(getRelativePositionOfTextNode()).append(']');
                break;
            case Node.PROCESSING_INSTRUCTION_NODE :
                buffer.append(""/processing-instruction(\'"");
                buffer.append(((ProcessingInstruction) node).getTarget()).append(""')"");
                buffer.append('[');
                buffer.append(getRelativePositionOfPI()).append(']');
                break;
            case Node.DOCUMENT_NODE :
                // That'll be empty
                break;
            default:
                break;
        }
        return buffer.toString();
    }","  public void test65()  throws Throwable  {
      HTMLDocumentImpl hTMLDocumentImpl0 = new HTMLDocumentImpl();
      DOMNodePointer dOMNodePointer0 = new DOMNodePointer((NodePointer) null, hTMLDocumentImpl0);
      PSVIDocumentImpl pSVIDocumentImpl0 = new PSVIDocumentImpl();
      Element element0 = pSVIDocumentImpl0.createElementNS("""", ""Factory could not create a child node for path: "", ""xmlns"");
      DOMNodePointer dOMNodePointer1 = new DOMNodePointer(dOMNodePointer0, element0);
      String string0 = dOMNodePointer1.asPath();
      assertEquals(""/xmlns[1]"", string0);
}"
"    public ExtendedMessageFormat(String pattern) {
        this(pattern, Locale.getDefault());
    }","  public void test08()  throws Throwable  {
      ExtendedMessageFormat extendedMessageFormat0 = new ExtendedMessageFormat(""*3-"");
      HashMap<String, FormatFactory> hashMap0 = new HashMap<String, FormatFactory>();
      ExtendedMessageFormat extendedMessageFormat1 = new ExtendedMessageFormat(""*3-"", hashMap0);
      boolean boolean0 = extendedMessageFormat0.equals(extendedMessageFormat1);
      assertFalse(boolean0);
}"
"    public static String getShortClassName(Object object, String valueIfNull) {
        if (object == null) {
            return valueIfNull;
        }
        return getShortClassName(object.getClass());
    }","  public void test11()  throws Throwable  {
      String string0 = ClassUtils.getShortClassName(""[LJNM-;"");
      assertEquals(""JNM-[]"", string0);
}"
"    public static String getShortCanonicalName(Object object, String valueIfNull) {
        if (object == null) {
            return valueIfNull;
        }
        return getShortCanonicalName(object.getClass().getName());
    }","  public void test12()  throws Throwable  {
      String string0 = ClassUtils.getShortCanonicalName(""["");
      assertEquals(""][]"", string0);
}"
"    public static String getShortClassName(Object object, String valueIfNull) {
        if (object == null) {
            return valueIfNull;
        }
        return getShortClassName(object.getClass());
    }","  public void test13()  throws Throwable  {
      String string0 = ClassUtils.getShortClassName(""[[LJNM-"");
      assertEquals(""LJNM-[][]"", string0);
}"
"    public static String getShortCanonicalName(Object object, String valueIfNull) {
        if (object == null) {
            return valueIfNull;
        }
        return getShortCanonicalName(object.getClass().getName());
    }","  public void test14()  throws Throwable  {
      String string0 = ClassUtils.getShortCanonicalName(""B"");
      assertEquals(""byte"", string0);
}"
"    public static String escapeJava(String str) {
        return escapeJavaStyleString(str, false);
    }","  public void test09()  throws Throwable  {
      String string0 = StringEscapeUtils.escapeJava(""OZw9N)RwzH/"");
      assertEquals(""OZw9N)RwzH/"", string0);
}"
"    public int getDenominator() {
        return denominator;
    }","  public void test28()  throws Throwable  {
      Fraction fraction0 = Fraction.getFraction(0, 394);
      Fraction fraction1 = fraction0.reduce();
      assertEquals(1, fraction1.getDenominator());
}"
"    public static String escapeJava(String str) {
        return escapeJavaStyleString(str, false);
    }","  public void test08()  throws Throwable  {
      String string0 = ""<<\\u+ob%jNBH/"";
      String string1 = StringEscapeUtils.escapeJava(string0);
      assertEquals(""<<\\\\u+ob%jNBH\\/"", string1);
}"
"    public static String escapeJava(String str) {
        return escapeJavaStyleString(str, false);
    }","  public void test09()  throws Throwable  {
      String string0 = StringEscapeUtils.escapeJava(""3b#H/LYs'XYVNA3|'T"");
      assertEquals(""3b#H\\/LYs'XYVNA3|'T"", string0);
}"
"    public static Date truncate(Date date, int field) {
        if (date == null) {
            throw new IllegalArgumentException(""The date must not be null"");
        }
        Calendar gval = Calendar.getInstance();
        gval.setTime(date);
        modify(gval, field, false);
        return gval.getTime();
    }","  public void test53()  throws Throwable  {
      ZoneInfo zoneInfo0 = (ZoneInfo)DateUtils.UTC_TIME_ZONE;
      Locale locale0 = Locale.CANADA;
      Calendar calendar0 = MockCalendar.getInstance((TimeZone) zoneInfo0, locale0);
      Calendar calendar1 = DateUtils.truncate(calendar0, 13);
      assertEquals(""org.evosuite.runtime.mock.java.util.MockGregorianCalendar[time=1392409281000,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id=\""GMT\"",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2014,MONTH=1,WEEK_OF_YEAR=7,WEEK_OF_MONTH=3,DAY_OF_MONTH=14,DAY_OF_YEAR=45,DAY_OF_WEEK=6,DAY_OF_WEEK_IN_MONTH=2,AM_PM=1,HOUR=8,HOUR_OF_DAY=20,MINUTE=21,SECOND=21,MILLISECOND=0,ZONE_OFFSET=0,DST_OFFSET=0]"", calendar1.toString());
}"
"    public static Date round(Date date, int field) {
        if (date == null) {
            throw new IllegalArgumentException(""The date must not be null"");
        }
        Calendar gval = Calendar.getInstance();
        gval.setTime(date);
        modify(gval, field, true);
        return gval.getTime();
    }","  public void test54()  throws Throwable  {
      ZoneInfo zoneInfo0 = (ZoneInfo)DateUtils.UTC_TIME_ZONE;
      MockGregorianCalendar mockGregorianCalendar0 = new MockGregorianCalendar(zoneInfo0);
      Date date0 = DateUtils.round((Object) mockGregorianCalendar0, 12);
      assertEquals(""Fri Feb 14 20:21:00 GMT 2014"", date0.toString());
}"
"    public BrentOptimizer(double rel,
                          double abs,
                          ConvergenceChecker<UnivariatePointValuePair> checker) {
        super(checker);

        if (rel < MIN_RELATIVE_TOLERANCE) {
            throw new NumberIsTooSmallException(rel, MIN_RELATIVE_TOLERANCE, true);
        }
        if (abs <= 0) {
            throw new NotStrictlyPositiveException(abs);
        }

        relativeThreshold = rel;
        absoluteThreshold = abs;
    }","  public void test4()  throws Throwable  {
      BrentOptimizer brentOptimizer0 = new BrentOptimizer(2202.502669393223, 2202.502669393223);
      Logistic logistic0 = new Logistic(2202.502669393223, 2202.502669393223, 596, (-83.763), 596, 596);
      GoalType goalType0 = GoalType.MINIMIZE;
      UnivariatePointValuePair univariatePointValuePair0 = brentOptimizer0.optimize(596, (UnivariateFunction) logistic0, goalType0, 2.5339783209345245E8, (double) 596, (-2207.0263));
      assertEquals((-2207.0263), univariatePointValuePair0.getPoint(), 0.01);
}"
"    public BrentOptimizer(double rel,
                          double abs,
                          ConvergenceChecker<UnivariatePointValuePair> checker) {
        super(checker);

        if (rel < MIN_RELATIVE_TOLERANCE) {
            throw new NumberIsTooSmallException(rel, MIN_RELATIVE_TOLERANCE, true);
        }
        if (abs <= 0) {
            throw new NotStrictlyPositiveException(abs);
        }

        relativeThreshold = rel;
        absoluteThreshold = abs;
    }","  public void test7()  throws Throwable  {
      BrentOptimizer brentOptimizer0 = new BrentOptimizer(1972.9354295246733, 1973.80211594);
      Gaussian gaussian0 = new Gaussian(2047, 2047);
      GoalType goalType0 = GoalType.MAXIMIZE;
      UnivariatePointValuePair univariatePointValuePair0 = brentOptimizer0.optimize(1560, (UnivariateFunction) gaussian0, goalType0, (-1.9872713979884691E43), 0.06666666666666667, 0.06666666666666667);
      assertEquals(0.06666666666666667, univariatePointValuePair0.getPoint(), 0.01);
}"
"    public BrentOptimizer(double rel,
                          double abs,
                          ConvergenceChecker<UnivariatePointValuePair> checker) {
        super(checker);

        if (rel < MIN_RELATIVE_TOLERANCE) {
            throw new NumberIsTooSmallException(rel, MIN_RELATIVE_TOLERANCE, true);
        }
        if (abs <= 0) {
            throw new NotStrictlyPositiveException(abs);
        }

        relativeThreshold = rel;
        absoluteThreshold = abs;
    }","  public void test6()  throws Throwable  {
      BrentOptimizer brentOptimizer0 = new BrentOptimizer(5.8015881615938497E-8, 5.8015881615938497E-8);
      Signum signum0 = new Signum();
      GoalType goalType0 = GoalType.MAXIMIZE;
      UnivariatePointValuePair univariatePointValuePair0 = brentOptimizer0.optimize(2146396205, (UnivariateFunction) signum0, goalType0, 0.5469118054664329, 0.5469118054664329, 1.9017692579836876E-4);
      assertEquals(1.9017692579836876E-4, univariatePointValuePair0.getPoint(), 0.01);
}"
"    public double optimize(final UnivariateRealFunction f, final GoalType goalType, final double min, final double max, final double startValue) throws MaxIterationsExceededException, FunctionEvaluationException {
        clearResult();
        return localMin(getGoalType() == GoalType.MINIMIZE,
                        f, goalType, min, startValue, max,
                        getRelativeAccuracy(), getAbsoluteAccuracy());
    }","  public void test4()  throws Throwable  {
      BrentOptimizer brentOptimizer0 = new BrentOptimizer();
      double[] doubleArray0 = new double[8];
      doubleArray0[5] = Double.NaN;
      PolynomialFunction polynomialFunction0 = new PolynomialFunction(doubleArray0);
      GoalType goalType0 = GoalType.MINIMIZE;
      double double0 = brentOptimizer0.optimize((UnivariateRealFunction) polynomialFunction0, goalType0, 0.0, (-874.0), (-4351.645960419921));
      assertEquals(21, brentOptimizer0.getIterationCount());
}"
"    public double optimize(final UnivariateRealFunction f, final GoalType goalType, final double min, final double max, final double startValue) throws MaxIterationsExceededException, FunctionEvaluationException {
        clearResult();
        return localMin(getGoalType() == GoalType.MINIMIZE,
                        f, goalType, min, startValue, max,
                        getRelativeAccuracy(), getAbsoluteAccuracy());
    }","  public void test2()  throws Throwable  {
      BrentOptimizer brentOptimizer0 = new BrentOptimizer();
      double[] doubleArray0 = new double[8];
      doubleArray0[2] = (-873.217716);
      PolynomialFunction polynomialFunction0 = new PolynomialFunction(doubleArray0);
      GoalType goalType0 = GoalType.MAXIMIZE;
      double double0 = brentOptimizer0.optimize((UnivariateRealFunction) polynomialFunction0, goalType0, (-873.217716), 0.0, (-1.0));
      assertEquals(56, brentOptimizer0.getEvaluations());
}"
"    protected double getInitialDomain(double p) {
        double ret;
        double d = getDenominatorDegreesOfFreedom();
            // use mean
            ret = d / (d - 2.0);
        return ret;
    }","  public void test4()  throws Throwable  {
      FDistributionImpl fDistributionImpl0 = new FDistributionImpl(763.683107623722, 1225.931330739);
      fDistributionImpl0.setDenominatorDegreesOfFreedom(1.0);
      double double0 = fDistributionImpl0.getInitialDomain((-942.0));
      assertEquals(1.0, double0, 0.01);
}"
